ID,Nom,Categorie,PrixAchat_FDJ,PrixVente_FDJ,Quantite,DateExpiration,PrixAchat_original_avant_correction,ProductID
601,SERINGUE 10 CC 21 G  (DR ),Non catégorisé,40,100,150,,,9948C4F4-F049-4831-B059-260F4C86D0C4
686,FEROGLOBIN B12 30CAP,Non catégorisé,770,900,0,1/1/2028 12:00:00 AM,,A3F8D1D2-34B7-4F60-BC87-264620E1E0E3
823,ADVIL CPR 400MG BT20,Médicaments,700,850,0,,,354D2FF7-BBB9-4752-B046-26D5FD2E34EC
813,DITROPAN 5MG CPR BT60,Médicaments,2020,2100,2,,,DE87E0E4-B230-4B05-92EB-272A63664ECE
241,ATARAX 25MG CPR B/30,Non catégorisé,620,0,4,,620000,70221600-C5C7-43D1-868A-27517F9E0CD2
416,ASTAPH 500MG GEL B/12,Non catégorisé,1250,1350,51,,,57C00FB8-10CC-41D0-BD26-27AD137FCB64
1053,PANADOL 500 MG ADVANCE CP B/ 16,Médicaments,0,500,0,,,4D1CAC5A-4D15-479A-8293-28571D2B43BB
158,PEDIAKID OMEGA 3 SIROP4,Sirop,2410,2510,2,,,C7AF006E-8AAD-46D9-9847-285F5C8058C2
1207,OFUSIDE COLLYRE 0.1% 5ML,Collyre,950,1300,9,,,4A65B5C7-1725-4CBF-A8F4-286EEC2AAB5C
560,RHINATHIOL PROM. SPR FL125ML,Non catégorisé,1050,1000,10,,,4432C2D5-2D5F-4FDE-AEE2-287F40713CE3
1196,SENSODYNE SOIN COMPLET 24 H T 75ML,Non catégorisé,650,800,18,,,63C061B8-FFA7-49AB-8DF3-28C119C71A78
439,CALSOURCE 500MG CPR EFF B/20,Non catégorisé,700,0,0,,,1BF6643E-5148-40FC-9406-28D51A01C3E7
349,CLAMOXYL 500MG BT/12,Non catégorisé,500,0,0,,,D54B6464-85E1-4DE6-B237-28D7EE08A243
732,AMLODIPINE ARROW 10MG CPR B/30,Non catégorisé,900,1000,19,,,8992BEE9-E369-4EC7-9FA4-28E9434DEAF2
406,AMLODIPINE ARROW 5MG CPR B/30,Médicaments,1000,1000,4,,,A7FAC408-EB9B-4D89-B9B8-28EF88C5A197
1234,WELLBABY DROPS VIT D3 30ML,Sirop,1040,1300,7,,,1F8757DB-BF0C-4707-9073-2907A9F3C3BA
270,AURICULARUM PDR+SOL AURIC 10ML 15,Non catégorisé,2400,2500,3,,,4FE14E6D-110C-4B8D-A73E-291C34587C9F
1091,CHICCO GOUPILLON POUR BIBERON,Para-médical,1320,1750,6,,,50D9E6F7-F778-4940-A6B4-293B543A2226
949,COLLYRE 1% FL 3ML,Non catégorisé,1320,1420,2,,,31910C8F-D409-44C5-B7F7-2973DB3512A1
342,AFTAGEL TUBE DE 15MLPOMM,Non catégorisé,1050,1650,11,,,9A68F2BA-9D7C-4929-ADCD-297EA222E5A7
710,OXYBOLDINE CPR BT24,Non catégorisé,900,1000,0,1/2/2028 12:00:00 AM,,344C8A8A-0D56-4F97-BF84-297FF05B7F05
1005,DOPPELHERZ AKTIV A Z MULTIVIT +MINERALIEN 15EFF,Non catégorisé,1020,1120,0,,,2DD04311-2307-472F-9D06-29BC9577E86B
468,EFFERALGAN SUPPO 80MG NN.  BT10,Non catégorisé,350,450,11,,,0F290FF4-E122-4106-A567-29DF931E62B2
636,TAVANIC 500MG 7TB DR,Médicaments,1450,1700,7,1/3/2028 12:00:00 AM,,E2DD78E3-B1E6-4377-AE12-29E16E03BB21
116,LANTUS SOLOSTAR 100IU,Non catégorisé,2750,2850,2,,,DE36DA59-A1C0-4601-B63F-2A1673161844
844,DISINFECTANT MULTI PURPOSE 0 m+,Non catégorisé,1409,1510,12,,,9BA28D14-6FD1-45D1-839C-2A2219604A98
425,AZITRO 250MG 6TB DR   AZITHROMYCIN,Non catégorisé,800,0,0,,,EE7B2464-00A4-4AEC-9CC3-2A45FA7501D9
912,EVOLUDERM DEO FRAICHEUR ALOE VERA 24H 200ML,Non catégorisé,504,750,6,,,5AE9B3F1-EAEF-4AF8-87A4-2ABBC8A33FE7
1107,NEUROGIL 75MG CPR B/20,Médicaments,2700,2800,6,,,B7EDFACB-2C9E-440F-8624-2AC2D72A6565
1160,SEAFINE,Para-médical,0,850,22,,,14F7C7C1-ABA7-43B9-9574-2AF229A0A2C5
581,TOPLEXIL SOL BUV S SUC FL150ML,Non catégorisé,1950,1100,30,,,7CADF6FA-8403-4541-AB25-2B20DFA73685
426,AZITRO 500MG 3TB DR  AZITHROMYCIN,Non catégorisé,800,1100,7,,,4A5CF279-4DD0-4BE8-AB42-2B20F3B79FBB
507,JUVAMINE VITC 500MG A CPR EFF/30,Vitamine,950,1000,0,1/6/2028 12:00:00 AM,,852EC71A-E0B5-4C0D-978E-2B461FF83381
739,MOTILIUM SUSP BUV FL200ML,Sirop,750,800,3,1/12/2026 12:00:00 AM,,25B0FD23-2041-43F0-BBF3-2B51ADE2D09B
767,UROREC 8MG GEL B/30 KAP DR,Non catégorisé,1600,1700,10,,,D89F9502-4C07-488F-A92F-2B626E9F3FF2
506,JUVAMINE VITC 500MG A CPR CROQ/30,Vitamine,920,950,0,2/2/2026 12:00:00 AM,,DB35DEAD-F4A3-43A7-9143-2B633035CDA9
937,BPH BAUME A LEVRES PROTECTEUR SPF30 BLISTER X2,Non catégorisé,525,780,6,,,A495BB18-6477-4F42-9497-2BB58149D079
896,EVOLUDERM EAU MICELLAIRE VIT.C SOOML,Non catégorisé,841,1250,3,,,10CA1D99-3C00-4BC0-877D-2BC52A921AE8
338,DOLIPRANE 500MG CPRBT16,Non catégorisé,380,450,50,,,524E56A8-10D2-48E9-8344-2BE7035FB3A9
625,SEDORRHOIDE SUPP.BT8,Crème,900,1050,11,1/3/2027 12:00:00 AM,,00EB03DB-3CDA-443A-8EE9-2C12C67D1CB7
287,MIXTARD 30 100UI/ML FL 10ML,Non catégorisé,1400,0,10,,1400000,62D0D2A4-361D-418A-8758-2C484A1C9045
964,CIPRO-DENK 750MG B/10 CPR,Non catégorisé,2290,2350,2,,,783FB3DF-F036-4642-BA97-2C55952370AF
1338,SLEEPY STRAWBERRY,Non catégorisé,0,400,12,,,F88FD656-6773-47A4-AE2E-2C66CA2640D6
711,MAALOX A CROQUER BT40,Non catégorisé,700,750,0,1/7/2028 12:00:00 AM,,8BC8B184-FAEB-4929-A78F-2C784E3F6D5C
354,RIVAMOX  500 MG  20CAPS,Non catégorisé,450,0,0,,,9345DECE-2E96-4BA7-B211-2C8F920C4409
1035,RICHFER PLUS SIROP,Sirop,0,1150,1,,,AE379593-F368-4935-8D93-2CA3A60539EA
1066,BOITE PEEL HERE,Non catégorisé,0,100,74,,,E8D5E354-5185-456A-9565-2CB9A9016104
451,DIAMICRON MR 60MG 60TAB DR,Non catégorisé,1350,0,0,,,14A70AF0-857D-4195-9FC0-2CD062262D02
135,SPARADRAP LABELL PERF 5MX18CM,Para-médical,2500,2600,5,,,EEB9A635-E7FC-4253-AD40-2CD085CB60AD
363,NEOMOX 125 MG PDR60 ML ( CLAMOXYL )0,Non catégorisé,280,450,0,1/7/2026 12:00:00 AM,,0D529AA2-4F3D-411F-94AC-2D1E567270BE
72,UVAMINE FIZZ 1G/1T + 7MIN/30,Non catégorisé,0,0,5,,,15F98049-8618-4CFD-B644-2D678101C402
352,OMEPRAZOLE CRIST 20 MGBT28,Médicaments,850,1050,0,,,F9C25256-67FC-4111-A9D4-2D74697384F2
635,TAVANIC 500MG 7TB DR,Médicaments,1450,1550,0,1/12/2027 12:00:00 AM,,B653C481-0B7F-4519-B3BA-2D7AD1890BCB
1108,APRANAX CPR SECA  550MG B/16,Non catégorisé,900,1000,5,,,ABBCD25A-2AF4-48B7-B40E-2D8910B8B023
497,IXINE 100 MG ENFANT(OROKEN),Non catégorisé,1050,0,0,,,AC162258-476B-457A-ACFD-2E140D44C292
343,OTRIVINE 0.5% ENF GTEFL/10ML,Non catégorisé,400,500,10,,,B70D8F79-81C5-4EE3-887E-2E3F844E7989
217,BEMIKS KOMPOZE 2ML 5AMP,Non catégorisé,700,0,2,,700000,81F34932-079B-4B22-BA90-2E48444358DE
741,CROSSCAL 500MG/500 CPR,Non catégorisé,1150,1350,10,1/11/2027 12:00:00 AM,,59C3E06C-8747-44FC-BC93-2EC488978BB4
744,TARDYFERON 80 MG 30 DR,Médicaments,800,1050,8,1/8/2028 12:00:00 AM,,ED5F129E-280D-491E-B27F-2F05C55B8600
527,NASONEX 50 MCG NAS 120  DOS FL1,Sachet,3850,3950,4,1/12/2027 12:00:00 AM,,C91B79A6-E7C5-4E84-8BB2-2F9737D2E582
906,BPH DEO. ROLL ON MEN 48H GROOVY PARADISE SOML,Non catégorisé,404,600,12,,,2D431710-45A5-4639-8AB4-30296F1CF83D
479,FLUCON COLLYRE 3 ML,Non catégorisé,500,700,9,,,84E7ADE7-8CA7-4508-9453-302C9F155153
256,GLUCOPHAGE 500MG BT30,Non catégorisé,400,0,0,,400000,CE4AAEB5-63A2-4875-9E8F-30D42993E2AF
579,TOPALGIC GEL 50MG BT30,Médicaments,1400,1550,1,1/6/2026 12:00:00 AM,,66E671FF-4D55-4C78-B4BC-30DBAA86F11A
1330,R4832,Non catégorisé,0,750,12,,,BBC27968-7437-4F86-B180-30FCB22AB2CB
455,DOLIPRANE 200 MG SUPPO B10,Médicaments,420,450,0,1/5/2028 12:00:00 AM,,C05AE038-4DB9-4401-9A95-3128E66C8A1A
570,STERDEX POM OPHT. BT12,Non catégorisé,700,1300,10,,,DE2555FB-0528-44EF-BF21-314640AE6E3B
932,COLGATE BAD TRIPLE ACTION LOT DE 2 MEDIUM,Non catégorisé,397,590,12,,,88E60C0C-B801-4B80-B494-319173773653
522,MAXIDROL COLLYRE FL3ML,Collyre,700,1000,6,1/8/2026 12:00:00 AM,,0055243E-2AEE-43A5-8E06-31996A662649
628,ALDACTONE 25MG TB 20 DR,Médicaments,900,1150,25,1/9/2028 12:00:00 AM,,0107C958-659A-49E3-9E00-31BA22BC9E2A
510,LARGACTIL 100MG CPR B2,Médicaments,1200,1700,8,1/7/2028 12:00:00 AM,,F9B9D442-E99E-4DAA-AFDD-31F0BE56D1A6
1300,RHUMIX SACHET B /10,Non catégorisé,400,500,19,,,75C0ADC2-B880-4230-A906-31FC803BF9EE
499,JANUMET 50/1000 MG 555,Médicaments,2550,3200,19,7/8/2027 12:00:00 AM,,7E728A6B-512B-43AF-A3F5-32C5C2C7CA33
1227,CLARTEC CP B15,Médicaments,0,1000,0,,,29CA4D01-BDE6-404B-9100-32D06337A784
1226,bondellet one call plus,Para-médical,0,50,300,,,4C363BC4-B07B-4C5E-AF4F-32D8500192D1
152,DOPPELHERZ AKTIV KINDER OMEGA-3 SP 250ML,Non catégorisé,3190,0,2,,3190000,3DD78BC0-B86C-4C23-ADCC-32F6C2C29447
278,OROKEN 40MG/5ML SUSP,Non catégorisé,1650,1750,18,,,3224BC49-908C-453A-ABB4-332B7B6D414E
296,FASIGYNE CPR 500MG B/4,Non catégorisé,1230,1750,8,,1230000,0DC85A50-826F-420E-83DC-336D34D472FC
629,FOSFOMYCINE ARROW 3G GLE SOL BU SACHETTE 1,Médicaments,1400,1550,19,1/7/2027 12:00:00 AM,,D137B8E3-1988-47AF-B318-337B65127BA0
805,IXINE 40MG/5ML SUSP 40ML,Non catégorisé,750,0,0,,,DF50E9E9-974C-4C75-B18D-338A3470C8A0
586,VENTOLINE AEROS FL/100UG B/1,Non catégorisé,1250,0,0,,,0F87EBC6-A6E8-4C13-A3F1-33ABF5382190
194,POUXIT XF ANTI-POUX ET LENTES LOTION 200 ML,Non catégorisé,4540,0,2,,4540000,95DB57EB-4FFE-4B04-A071-33E5089207D4
617,TIORFAN NRS 10 MG SACHET B/16,Sachet,2050,2800,5,,,F611F5FF-F8F0-4161-AE38-33EDA1342B53
385,BIOTIC PLUS 500MGSACHET B/12,Non catégorisé,770,820,0,1/2/2027 12:00:00 AM,,72AC3514-8F58-4040-86F3-33F51224E178
1025,BETASAL FINE,Non catégorisé,750,850,10,,,17398245-2C98-4D31-BA77-33FFA5D921B6
893,EVOLUDERM ANTI-IMPERFECTIONS SOIN MATIF. PM-PG TB. SOML                                                   y,Non catégorisé,810,1210,3,,,E777BE57-8A41-492D-96C6-340CD8B374BD
297,FLEXDOL BT/10 CPR,Non catégorisé,750,800,8,,750000,A20C6426-90A8-48CD-81B7-3486653A5008
856,BPH FAMILY SHAMP. AVOCAT CHEV. SEC 750ML,Non catégorisé,591,890,6,,,9E716CE3-8BC6-425D-B41B-34F284ADC035
302,LAMISIL CREM 1% TB15G,Crème,1620,1720,2,,,BA502314-776E-4511-8A41-3509B8368780
295,ISOFRA SOL.NASAL 15 ML,Non catégorisé,550,0,5,,550000,0D7AECB4-B985-4A67-AB5A-35F54D4B64E3
935,BPH CREME MAINS NUTRITIVE PLUS REPARE & ADOUCIT 150ML                                            0,Non catégorisé,437,650,6,,,EB0F8D08-755F-46CD-A5DC-361D184B088C
147,DOPPELHERZ AKTIV OSSEOVIT 30CPR,Médicaments,1100,1150,5,,,AB11EF1F-D4CC-45C9-85BE-3644BB56A3D1
541,OPLEX SYRUP,Non catégorisé,500,1000,27,1/6/2026 12:00:00 AM,,40FFE620-D684-408D-B58C-368B4491B1C2
899,EVOLUDERM HUILE RICIN FL 100ML,Non catégorisé,629,900,5,,,DDFCD2D1-14EB-4E1B-B2AC-3699EFF7372F
1190,AVAZIR 0.3% COLLYRE 10ML,Collyre,575,800,6,,,B462D3DE-C64A-4261-9927-36D556215419
1216,EXFORGE 5 MG/160 MG 28 CPR DR,Non catégorisé,1300,1400,13,,,44F5AF9E-F0C4-48B2-A92A-372B494A6535
204,BANDE GAZE LABELL 3MX5CM BOITE DE 10,Non catégorisé,550,0,6,,550000,747AD0CE-C783-47E3-9804-37487491AA33
645,COZAAR 50MG CPR BT 28 LOSARTAN,Médicaments,900,950,1,5/5/2028 12:00:00 AM,,D171DDA4-7AFB-474F-8F5D-37691EB3447E
698,OROKEN BB 40MG/5ML FL40ML,Sirop,1600,1700,0,1/3/2027 12:00:00 AM,,8DC02094-AE67-4ECE-A899-378C6FF88FE8
440,CATACOL 10ML COLLYRE,Non catégorisé,450,0,0,,,617F18DD-022B-4924-84F3-3799F555719D
486,GLUCOPHAGE 1000MG CPR B/30 FR,Médicaments,1050,1200,9,1/8/2026 12:00:00 AM,,AAD5DE8A-4112-4AB1-893B-385426E9553C
3,PROFENID 50MG CPR B/2450,Médicaments,950,1050,5,1/2/2029 12:00:00 AM,,E17FAE8A-830C-433A-A226-387A381CED75
895,"EVOLUDE,RM EAU MICELLAIRE VIT.C 250ML",Non catégorisé,572,850,6,,,41FF9FA1-8BAE-4F03-B7D3-38C4D2F0983A
285,NORFLOZOLE 100MG/1000MG/50,Non catégorisé,700,750,11,,,878EE6FE-1CD2-4677-ABC8-38CB4FED5A9A
254,ADEPAL CPR BT/21,Non catégorisé,820,0,4,,820000,A9F5E697-AFBA-423D-91E3-3943716698BC
28,IBUPROFENE MYLAN 400MG B 16,Médicaments,600,550,50,1/8/2027 12:00:00 AM,,D89FFFFC-4D62-4882-847B-39C2131FD8D3
71,EFFERALGAN VIT C 500MG A CPR5,Médicaments,450,500,24,1/9/2027 12:00:00 AM,,3C20FFA6-3B1F-4D03-93BF-3A47517274D7
1344,VINAMINE B12,Vitamine,0,2900,0,,,63CEE84F-3AF6-4C51-9DF8-3A5AC87D1FC6
757,RINGER LACTATE SOL INJECT 500 ML,Sirop,250,320,38,,,95491040-5F97-4356-B858-3A6A42EDF92B
247,ATACAND 4 MG 30 CPR,Non catégorisé,2800,0,3,,2800000,BFCD7F4C-58C1-41E7-8006-3A7F9817827E
976,KKEPPRA  500MG 50 TAB,Non catégorisé,3200,3400,3,,,A98A5965-A7BE-422B-8F83-3AD932CABF5E
889,EVOLUDERM ANTI-IMPERFECTION SOLUTION MICELLAIRE 250ML,Non catégorisé,707,1050,3,,,78260C3F-7801-42EA-86C9-3B4C6547D1EC
1077,SERUM PHYSIOLOGIQUE,Para-médical,0,650,100,,,A14FFEC7-C422-492D-B3C1-3B87096098F7
1195,FLUOCARIL JUNIOR BUBBLE T 75ML,Non catégorisé,0,950,9,,,556A3B40-D30C-4CEB-AE27-3BB31C71119E
772,LOICOID 0.1% POMMADE30G,Non catégorisé,900,950,3,,,2E8C58AC-2471-4D27-8D86-3BDAF014CD25
807,KETOFLEX 2.5% CREME 20G,Crème,530,600,5,,,E1C68796-228C-40C5-BA63-3BF684A54F49
798,PEDIAKID GOMMES IMMUNITE 60 OURSONS,Médicaments,2410,2510,2,,,22A43A21-11C6-4BE9-86CF-3BFB931EAC6F
1307,PICOT GEST 2,Lait,0,2700,12,,,5DFB69D6-501C-4E97-B062-3BFC44A47A88
393,ACLAV 1G/125MG SACH B/12,Non catégorisé,1700,0,0,,,D0F1C38F-239B-452E-B8DE-3C6CE641FCB8
405,AMLODIPINE ARROW 10MG CPR B/30,Non catégorisé,900,0,0,,,75CDB46E-2919-4A95-AB7B-3C726B3E81CB
276,DOPPELHERZ AKTIV THYMEPECT FOR KIDS COUGH SYRUP9,Non catégorisé,1910,2010,2,,,87D67B69-950E-4C37-90B4-3C7702A42AD7
501,JUVAMINE  MG+VIT B6 CP B/45,Non catégorisé,1100,1150,9,,,3ADC09CB-9F47-44DE-BF55-3C84F0E7B4DC
115,MIXTARD 30 FLEXPEN100I.U/3ML B1,Non catégorisé,1950,1500,33,,,7483C0A6-4A10-4949-818E-3C892ACECD2C
936,BPH BAUME A LEVRES HYORATANT BLISTER X2,Non catégorisé,525,780,6,,,93B5999B-8BE6-430E-98B7-3C9534754196
141,DOPPELHERZ AKTIV MAGNESIUM+CALCIUM+D3 TBL 30,Non catégorisé,940,0,2,,940000,558CB4A7-315F-4C67-8F96-3CC3AF4B3CE3
453,DOLIPRANE 150 SUPPO B10,Suppositoire,420,500,7,1/5/2026 12:00:00 AM,,0EA6380C-722D-4A54-A54C-3CDB1448099D
125,BIAFINE EMULS CUTANE TUBE 93G,Non catégorisé,690,0,15,,690000,552F547D-E4E2-45C3-A51D-3CDEA6C52ADC
411,APEXIME 500MG CPR B/3,Non catégorisé,1600,0,0,,,A86DBFE2-D479-4908-BF08-3D10720CE46D
35,GLUCOVANCE 500MG/2.5MG CPR B33,Médicaments,1350,1400,13,1/9/2026 12:00:00 AM,,36DB654E-9269-44F9-BF43-3D217AE51091
781,NYSTAMAX 100000IU/ML SUS BUV FL 30ML,Sirop,650,700,0,,,C0D698FE-8A1F-4C77-887A-3D7121761D9C
81,JARDYFERON 20MG/ML ENFAN,Non catégorisé,1200,1350,5,,,8D753938-365B-45C2-BE96-3E0B569A94D9
833,TEATS PERFECT 5 2M+MEDIUM SIL 2PSC,Non catégorisé,1364,1470,6,,,BA1FAB8C-616B-43D1-B9FA-3E0CAE78EA43
1147,CARBIGEN 20MG,Non catégorisé,900,1000,8,,,0420958C-864C-4BD3-B135-3E114843D98C
1249,CANDEREL BT 100,Médicaments,0,850,10,,,EBB36B82-AC3B-4E0B-B1B6-3E3997EA331F
491,HALDOL GTT 2MG BUV FL30ML,Médicaments,550,600,5,1/3/2027 12:00:00 AM,,ADF2801B-8C7C-401D-AD63-3E5522A24ED5
127,DOPPELHERZ AKTIV CONCEPTIVE MEN 30CAPS,Non catégorisé,2240,0,5,,2240000,3C86FEFB-EC4E-4B96-8A3B-3E7D3E7D1ED7
188,PEDIAKID GOMMES VITAMINE C 60OURSONS,Non catégorisé,2410,0,2,,2410000,2BF08C23-D7C1-4B64-A305-3F29BE436029
4,COMPRESS STERIL LABELL 30X30 /10,Para-médical,350,400,34,1/5/2030 12:00:00 AM,,5F33DD0B-5913-4B35-A90F-3F70FC9AA5B3
1222,ARM SLING SUPPORT 8057,Para-médical,2000,2100,5,,,348CC6BD-EC76-4D1C-8BCE-3FB380795B07
192,EAU OXYGENEE COOPER 125ML,Para-médical,450,550,8,,,4AAAD589-6DEC-4284-856C-40027AF71735
663,FLUCAZOL SUSP sirop,Sirop,750,800,6,1/7/2027 12:00:00 AM,,0AF1769C-A4E2-433D-9663-402CB5D5287E
1138,FINASTERIDE VIATRIS 5M,Non catégorisé,2400,2500,19,,,8F930231-451F-42B2-9F5B-402F8457396D
233,APEXIME 250MG B/6,Non catégorisé,1520,0,4,,1520000,072C4AB8-AD68-4D54-AA05-403AE0883922
1061,Pediakid  22 vitamine et oligo elements,Sirop,0,2550,0,,,35C0BA12-D121-49DB-B88C-409B20238B68
91,ARAGACTIL 25MG CPR BT50,Non catégorisé,0,0,0,,,C32F8254-B592-46E4-96E6-40C603D42CA7
1321,MEGAMYLASE CP B/24,Médicaments,1350,1450,10,,,F3689329-B193-4F88-AC26-40F6D75CDBDA
419,ATACAN 8mg,Non catégorisé,1400,1500,16,,,D976BDBE-967D-4CEF-8F9C-410A99E4CA3F
558,PONSTYL 500MG CAPS BT20,Non catégorisé,850,1050,5,,,4B5130FB-E74D-41BB-9078-415170F4B2AF
1320,FORLAX SACHET  B/10,Sachet,0,850,10,,,EFA5F6E3-1F94-466B-ADAA-415C4D7AAC0F
607,NATISPRAY 0.15MG SOL P PULV BUCC 200,Non catégorisé,1200,0,0,,,9C144398-114F-4FB9-90AC-41B783CB08A3
85,SPASFON CPR BT30,Médicaments,800,850,0,1/7/2028 12:00:00 AM,,3DF16B13-267A-403D-AA00-4202D5C4D387
848,EVOLUDERM HUILE ARGAN FL 100ML,Non catégorisé,629,900,30,,,DFDD5A1C-6F9C-47AE-A5F4-4254FAB67855
1258,PERFECT EASY GL 240,Non catégorisé,2750,2950,0,,,C219F6DC-8920-43C6-BB96-4264AAD0FC93
627,TEGRETOL 200MG CPR BT 50,Médicaments,1300,1550,10,1/12/2026 12:00:00 AM,,B0316894-6306-4758-9CB6-4269AFF3B309
526,MYDRIACTICUM 0.5% COLLYRE FL/10 ML,Non catégorisé,950,0,0,,,17316CB6-13A9-404F-ACF4-428A512707D6
1315,BISPIRAZOL 1.5MUI 250MG (BIRODOGYL),Médicaments,0,1800,10,,,00AF4EC4-04F6-47F1-8DD1-429F68694140
298,LOXAIR 100MCG 200 DOSES,Non catégorisé,1150,0,1,,1150000,7B293FB2-053B-4899-B2EC-42C019A2F8CF
348,RIVAMOX 125MG/5ML(AMOXICLLIN) 100ML,Non catégorisé,300,400,72,,,F83FB24D-DE25-474F-95F8-42C4B0A486A1
1187,VOGALENE LYOC  CP,Médicaments,0,0,10,,,79885ECA-6BB3-4C67-894B-43D3CC738A4D
565,SENSODYNE SOIN BLANCHEUR 75ML,Suppositoire,700,900,21,1/1/2028 12:00:00 AM,,CE46CD23-F1DC-4D2A-B7B5-43F9471F50C2
728,DUPHASTON CPR 10MG BT10,Non catégorisé,900,1000,0,1/3/2030 12:00:00 AM,,7EC89C8E-6D86-446F-AB23-4459F9924E05
442,CELESTENE GTT BUV 0PCO5  30ML,Non catégorisé,950,1050,14,,,F62BAFF0-EA13-42F3-B2BB-445C5EE53DC8
901,3 ANNEAUX SAVON DE MARSEILLE OLIVE 4X100GR                            p,Non catégorisé,576,850,15,,,ECA2A7BD-3AC4-4C6C-A58E-44831686EE20
330,PERFUSEUR,Non catégorisé,100,100,36,,,3D54633C-BE6C-41C2-ACAE-448EBBE9AA84
269,CARTEOL COLLYRE 1%FL 3ML,Non catégorisé,1320,0,2,,1320000,CD7C57B8-1076-4D8F-B83F-44ACCE59FAE0
771,CIALIS 20 MG B/4 FR,Non catégorisé,7800,7900,1,,,7BEF27D6-2671-47D7-B0A3-44C85618D0C5
469,ELUDRIL BAIN BOUCHE FL90ML,Non catégorisé,550,0,0,,,A068B030-2B92-4275-B78D-44D4DC23EFE4
367,FEROGLOBIN 200MLLIQUID FORM,Non catégorisé,800,1000,16,1/4/2027 12:00:00 AM,,06082807-EA9A-436F-BDE7-4526B72D92E7
780,PEDIAKID TRANSIT DOUX SIROP 125ML,Non catégorisé,2410,2500,0,,,F837FBB8-D87E-4CC6-8CAF-4546DE710C10
124,BENDLE ORAL SUSP 200MG/5ML,Médicaments,350,400,50,,,CAD37D4A-DA9A-49B1-8952-4552E0BFB3C2
681,MAGNESIE PELL NORM,Médicaments,1450,0,0,1/12/2028 12:00:00 AM,,F5A311FA-1890-4533-8B78-456323BD8E9B
965,EXOMUC 200MG SACHET 30 SANS SUCRE,Sachet,1090,1150,3,,,E5C085E7-7E92-4116-B093-45F80C6CEAB7
174,"DIPROSONE 0,05% POM TUB 30G",Crème,1150,1200,5,,,EF0AB3BE-B291-4802-9A7F-460CE34E1F13
1319,FLECTOR GEL APPL 1% TB 60G,Para-médical,0,900,10,,,088C5F4B-60BD-4077-8ACC-4645C0BBEF69
841,BM EAU DE COLOGNE REFRESH DELICATE 100ML,Non catégorisé,1454,1560,6,,,6BCFCF31-F808-448C-B8D7-465757795725
678,LUTENYL 5MG CPR DEC.BT10,Non catégorisé,1450,1500,3,1/3/2030 12:00:00 AM,,ECA88939-9328-42F0-A869-4657EAAF3C4F
508,KARVEA(APROVEL) 300MG 28TB DR,Médicaments,1400,1500,1,1/8/2026 12:00:00 AM,,6534E64A-E24C-4FD0-869F-465C77CDA349
470,ENTAMIZOLE 250MG/200MG CPR BT30,Non catégorisé,900,0,0,,,B58846C7-6A17-449C-A854-46A5B3ED0162
286,MC THERMOCY KNEE SUPORT WITH FLEXIB 3XL,Non catégorisé,6970,0,1,,6970000,31851A2D-D275-4DAB-873C-46F159E7D966
10,DUPHALAC 20 SACHET 15ML,Sachet,900,1000,21,1/12/2027 12:00:00 AM,,3C1ECA31-48CA-4CC0-9047-47E22BE2C9F4
372,PREGNACARE ORIGINAL30TABS,Non catégorisé,1050,1350,5,11/1/2001 12:00:00 AM,,39057BAF-2276-4945-9A87-487E7CBF2787
106,UTROGESTAN 100MG CAPS,Non catégorisé,0,0,0,,,172E88C4-9283-4872-BE82-48B3E965995C
1132,AKTIV OSSEOVIT,Non catégorisé,1050,1150,4,,,99D33B25-2CC4-417F-8606-48FB6EDD6D5C
1215,DOXY-DENK 200MG B/8CPR,Médicaments,700,1300,9,,,C190F926-DA71-42B6-AFC3-48FDAF3E18E4
483,GENCLAV 1G/125MG PDRE SACH BT16 (ACLAV),Non catégorisé,2200,0,0,,,1E6A2E95-63D6-4AF3-9725-48FE952F4858
679,AMAREL 2MG CPR BT/30,Non catégorisé,600,900,2,1/4/2026 12:00:00 AM,,5980439E-F2AF-470D-8994-49754597D614
931,BPH DEO. ROLL ON 48H ROSEE DU MATjN SOML,Non catégorisé,404,600,6,,,2AECA4F8-767E-404C-85D4-4A4A2946F5DC
172,POLYGYNAX CAPS VAGINALE 6,Non catégorisé,1030,1150,8,,,BEC3F74C-1518-4492-9201-4A7D8BB748CA
157,PEDIAKID SOMMEIL SIROP 125ML4,Sirop,2410,2510,2,,,DE400F15-7F00-4A47-8F60-4A8AB066A6BD
1135,AKTIV VITAL MATERNA PLUS,Vitamine,1350,1450,4,,,AF7CAFF6-0A1D-4D0A-94C8-4AAB2F00C27E
356,CLOFAINS CPR B10,Non catégorisé,350,480,10,,,B50E2C8A-6B00-4E0D-A827-4ACE45213509
1346,pediakid vitamine D3,Vitamine,0,2600,19,,,43CAD951-AFA6-44BC-99C1-4AD800519B98
966,TRIO 14 TEDAVI PAKETI,Médicaments,4950,5500,2,,,4CE8F9B9-EF95-42D4-9FEC-4AE16E923867
43,BETADINE VAG 10% SOL.VAGINALE 125ML,Crème,450,500,17,1/3/2027 12:00:00 AM,,CD2B7AD6-3170-4DA9-BC90-4B1055551510
137,GRANIONS MAGNESIUM MAX 360MG,Non catégorisé,3040,0,3,,3040000,72FAD0AD-67BC-4F7D-A9E1-4B2F697BC1DD
